moon_ra,  moon_dec, moon_phase_frac, jup_ra, jup_dec
125.54,  20.94, 0.24, 255.98, -22.53
125.95,  20.87, 0.24, 255.99, -22.53
126.35,  20.78, 0.23, 256.00, -22.53
126.76,  20.67, 0.23, 256.00, -22.53
127.18,  20.53, 0.22, 256.01, -22.54
127.65,  20.38, 0.22, 256.01, -22.54
128.15,  20.22, 0.21, 256.02, -22.54
128.71,  20.05, 0.21, 256.02, -22.54
129.32,  19.87, 0.21, 256.03, -22.54
129.99,  19.69, 0.20, 256.03, -22.54
130.71,  19.51, 0.20, 256.04, -22.54
131.48,  19.34, 0.20, 256.05, -22.54
132.29,  19.19, 0.19, 256.05, -22.54
133.13,  19.04, 0.19, 256.06, -22.54
133.98,  18.91, 0.18, 256.06, -22.54
134.83,  18.80, 0.18, 256.07, -22.54
135.67,  18.69, 0.18, 256.07, -22.54
136.49,  18.61, 0.17, 256.08, -22.54
137.27,  18.53, 0.17, 256.08, -22.54
138.00,  18.45, 0.16, 256.09, -22.54
138.69,  18.38, 0.16, 256.10, -22.54
139.31,  18.31, 0.16, 256.10, -22.55
139.88,  18.24, 0.15, 256.11, -22.55
140.40,  18.16, 0.15, 256.11, -22.55
140.87,  18.06, 0.15, 256.12, -22.55
141.30,  17.95, 0.14, 256.12, -22.55
141.71,  17.81, 0.14, 256.13, -22.55
142.10,  17.66, 0.14, 256.14, -22.55
142.51,  17.49, 0.13, 256.14, -22.55
142.93,  17.31, 0.13, 256.15, -22.55
143.38,  17.11, 0.13, 256.15, -22.55
143.88,  16.89, 0.12, 256.16, -22.55
144.43,  16.67, 0.12, 256.16, -22.55
145.04,  16.45, 0.12, 256.17, -22.55
145.70,  16.22, 0.11, 256.18, -22.55
146.41,  16.00, 0.11, 256.18, -22.55
147.18,  15.79, 0.11, 256.19, -22.55
147.97,  15.59, 0.10, 256.19, -22.56
148.80,  15.39, 0.10, 256.20, -22.56
149.64,  15.21, 0.10, 256.20, -22.56
150.48,  15.04, 0.10, 256.21, -22.56
151.30,  14.89, 0.09, 256.21, -22.56
152.11,  14.74, 0.09, 256.22, -22.56
152.87,  14.60, 0.09, 256.23, -22.56
153.59,  14.46, 0.08, 256.23, -22.56
154.26,  14.33, 0.08, 256.24, -22.56
154.87,  14.19, 0.08, 256.24, -22.56
155.43,  14.05, 0.08, 256.25, -22.56
155.93,  13.90, 0.07, 256.25, -22.56
156.38,  13.75, 0.07, 256.26, -22.56
156.80,  13.58, 0.07, 256.27, -22.56
157.20,  13.39, 0.07, 256.27, -22.56
157.59,  13.19, 0.06, 256.28, -22.56
157.98,  12.98, 0.06, 256.28, -22.56
158.39,  12.75, 0.06, 256.29, -22.57
158.83,  12.51, 0.06, 256.30, -22.57
159.32,  12.27, 0.05, 256.30, -22.57
159.86,  12.02, 0.05, 256.31, -22.57
160.45,  11.76, 0.05, 256.31, -22.57
161.10,  11.51, 0.05, 256.32, -22.57
161.80,  11.27, 0.04, 256.32, -22.57
162.55,  11.02, 0.04, 256.33, -22.57
163.33,  10.79, 0.04, 256.34, -22.57
164.14,  10.56, 0.04, 256.34, -22.57
164.96,  10.34, 0.04, 256.35, -22.57
165.78,  10.13, 0.03, 256.35, -22.57
166.59,  9.93, 0.03, 256.36, -22.57
167.37,  9.74, 0.03, 256.36, -22.57
168.12,  9.54, 0.03, 256.37, -22.57
168.82,  9.36, 0.03, 256.38, -22.57
169.46,  9.17, 0.03, 256.38, -22.58
170.06,  8.98, 0.02, 256.39, -22.58
170.59,  8.78, 0.02, 256.39, -22.58
171.08,  8.58, 0.02, 256.40, -22.58
171.52,  8.37, 0.02, 256.41, -22.58
171.92,  8.16, 0.02, 256.41, -22.58
172.30,  7.93, 0.02, 256.42, -22.58
172.67,  7.70, 0.02, 256.42, -22.58
173.05,  7.46, 0.02, 256.43, -22.58
173.45,  7.21, 0.01, 256.43, -22.58
173.89,  6.96, 0.01, 256.44, -22.58
174.36,  6.70, 0.01, 256.45, -22.58
174.89,  6.44, 0.01, 256.45, -22.58
175.47,  6.18, 0.01, 256.46, -22.58
176.11,  5.92, 0.01, 256.46, -22.58
176.80,  5.67, 0.01, 256.47, -22.58
177.53,  5.42, 0.01, 256.48, -22.59
178.30,  5.17, 0.01, 256.48, -22.59
179.09,  4.93, 0.01, 256.49, -22.59
179.89,  4.69, 0.01, 256.49, -22.59
180.70,  4.46, 0.00, 256.50, -22.59
181.49,  4.23, 0.00, 256.50, -22.59
182.25,  4.00, 0.00, 256.51, -22.59
182.98,  3.77, 0.00, 256.52, -22.59
183.66,  3.54, 0.00, 256.52, -22.59
184.29,  3.32, 0.00, 256.53, -22.59
184.86,  3.09, 0.00, 256.53, -22.59
185.38,  2.85, 0.00, 256.54, -22.59
185.85,  2.62, 0.00, 256.55, -22.59
186.28,  2.38, 0.00, 256.55, -22.59
186.67,  2.13, 0.00, 256.56, -22.59
187.04,  1.89, 0.00, 256.56, -22.59
187.40,  1.64, 0.00, 256.57, -22.59
187.77,  1.39, 0.00, 256.58, -22.60
188.16,  1.14, 0.00, 256.58, -22.60
188.59,  0.90, 0.00, 256.59, -22.60
189.06,  0.65, 0.00, 256.59, -22.60
189.58,  0.40, 0.00, 256.60, -22.60
190.16,  0.16, 0.00, 256.61, -22.60
190.79,  -0.09, 0.00, 256.61, -22.60
191.47,  -0.33, 0.00, 256.62, -22.60
192.19,  -0.57, 0.00, 256.62, -22.60
192.95,  -0.81, 0.01, 256.63, -22.60
193.73,  -1.04, 0.01, 256.64, -22.60
194.53,  -1.28, 0.01, 256.64, -22.60
195.32,  -1.52, 0.01, 256.65, -22.60
196.10,  -1.77, 0.01, 256.65, -22.60
196.85,  -2.01, 0.01, 256.66, -22.60
197.56,  -2.26, 0.01, 256.67, -22.60
198.23,  -2.51, 0.01, 256.67, -22.61
198.84,  -2.76, 0.01, 256.68, -22.61
199.41,  -3.01, 0.01, 256.68, -22.61
199.91,  -3.26, 0.01, 256.69, -22.61
200.37,  -3.52, 0.02, 256.70, -22.61
200.78,  -3.77, 0.02, 256.70, -22.61
201.17,  -4.02, 0.02, 256.71, -22.61
201.53,  -4.26, 0.02, 256.71, -22.61
201.89,  -4.50, 0.02, 256.72, -22.61
202.25,  -4.74, 0.02, 256.73, -22.61
202.64,  -4.97, 0.02, 256.73, -22.61
203.07,  -5.19, 0.02, 256.74, -22.61
203.54,  -5.41, 0.03, 256.74, -22.61
204.06,  -5.63, 0.03, 256.75, -22.61
204.64,  -5.84, 0.03, 256.76, -22.61
205.27,  -6.05, 0.03, 256.76, -22.61
205.95,  -6.26, 0.03, 256.77, -22.62
206.67,  -6.47, 0.03, 256.77, -22.62
207.43,  -6.69, 0.04, 256.78, -22.62
208.21,  -6.91, 0.04, 256.79, -22.62
209.00,  -7.13, 0.04, 256.79, -22.62
209.79,  -7.36, 0.04, 256.80, -22.62
210.56,  -7.60, 0.04, 256.81, -22.62
211.30,  -7.84, 0.05, 256.81, -22.62
212.01,  -8.09, 0.05, 256.82, -22.62
212.67,  -8.34, 0.05, 256.82, -22.62
213.28,  -8.59, 0.05, 256.83, -22.62
213.83,  -8.85, 0.05, 256.84, -22.62
214.33,  -9.10, 0.06, 256.84, -22.62
214.78,  -9.35, 0.06, 256.85, -22.62
215.19,  -9.60, 0.06, 256.86, -22.62
215.57,  -9.83, 0.06, 256.86, -22.62
215.93,  -10.06, 0.07, 256.87, -22.63
216.28,  -10.28, 0.07, 256.87, -22.63
216.65,  -10.48, 0.07, 256.88, -22.63
217.04,  -10.68, 0.07, 256.89, -22.63
217.47,  -10.86, 0.08, 256.89, -22.63
217.95,  -11.03, 0.08, 256.90, -22.63
218.48,  -11.20, 0.08, 256.90, -22.63
219.06,  -11.37, 0.08, 256.91, -22.63
219.70,  -11.54, 0.09, 256.92, -22.63
220.38,  -11.70, 0.09, 256.92, -22.63
221.11,  -11.87, 0.09, 256.93, -22.63
221.87,  -12.05, 0.10, 256.93, -22.63
222.66,  -12.24, 0.10, 256.94, -22.63
223.45,  -12.43, 0.10, 256.95, -22.63
224.24,  -12.64, 0.10, 256.95, -22.63
225.01,  -12.85, 0.11, 256.96, -22.63
225.75,  -13.08, 0.11, 256.97, -22.63
226.46,  -13.31, 0.11, 256.97, -22.64
227.11,  -13.55, 0.12, 256.98, -22.64
227.72,  -13.79, 0.12, 256.99, -22.64
228.27,  -14.03, 0.12, 256.99, -22.64
228.76,  -14.26, 0.13, 257.00, -22.64
229.21,  -14.49, 0.13, 257.00, -22.64
229.62,  -14.71, 0.13, 257.01, -22.64
229.99,  -14.92, 0.14, 257.02, -22.64
230.36,  -15.11, 0.14, 257.02, -22.64
230.72,  -15.29, 0.14, 257.03, -22.64
231.09,  -15.45, 0.15, 257.04, -22.64
231.49,  -15.59, 0.15, 257.04, -22.64
231.92,  -15.73, 0.15, 257.05, -22.64
232.41,  -15.85, 0.16, 257.05, -22.64
232.94,  -15.96, 0.16, 257.06, -22.64
233.54,  -16.07, 0.16, 257.07, -22.64
234.18,  -16.19, 0.17, 257.07, -22.65
234.88,  -16.30, 0.17, 257.08, -22.65
235.61,  -16.42, 0.17, 257.09, -22.65
236.38,  -16.55, 0.18, 257.09, -22.65
237.17,  -16.70, 0.18, 257.10, -22.65
237.97,  -16.85, 0.18, 257.10, -22.65
238.76,  -17.02, 0.19, 257.11, -22.65
239.53,  -17.20, 0.19, 257.12, -22.65
240.27,  -17.40, 0.20, 257.12, -22.65
240.98,  -17.60, 0.20, 257.13, -22.65
241.63,  -17.81, 0.20, 257.14, -22.65
242.23,  -18.02, 0.21, 257.14, -22.65
242.78,  -18.23, 0.21, 257.15, -22.65
243.27,  -18.43, 0.21, 257.16, -22.65
243.72,  -18.63, 0.22, 257.16, -22.65
244.13,  -18.81, 0.22, 257.17, -22.65
244.50,  -18.97, 0.23, 257.17, -22.66
244.87,  -19.12, 0.23, 257.18, -22.66
245.23,  -19.24, 0.23, 257.19, -22.66
245.61,  -19.35, 0.24, 257.19, -22.66
246.01,  -19.44, 0.24, 257.20, -22.66
246.45,  -19.52, 0.24, 257.21, -22.66
246.95,  -19.58, 0.25, 257.21, -22.66
247.49,  -19.64, 0.25, 257.22, -22.66
248.09,  -19.69, 0.26, 257.22, -22.66
248.74,  -19.74, 0.26, 257.23, -22.66
249.45,  -19.80, 0.26, 257.24, -22.66
250.19,  -19.87, 0.27, 257.24, -22.66
250.96,  -19.95, 0.27, 257.25, -22.66
251.75,  -20.04, 0.28, 257.26, -22.66
252.55,  -20.15, 0.28, 257.26, -22.66
253.34,  -20.28, 0.29, 257.27, -22.66
254.12,  -20.42, 0.29, 257.28, -22.67
254.86,  -20.57, 0.29, 257.28, -22.67
255.56,  -20.73, 0.30, 257.29, -22.67
256.21,  -20.90, 0.30, 257.30, -22.67
256.80,  -21.07, 0.31, 257.30, -22.67
257.34,  -21.24, 0.31, 257.31, -22.67
257.83,  -21.40, 0.31, 257.32, -22.67
258.27,  -21.55, 0.32, 257.32, -22.67
258.68,  -21.68, 0.32, 257.33, -22.67
259.05,  -21.79, 0.33, 257.33, -22.67
259.41,  -21.89, 0.33, 257.34, -22.67
259.77,  -21.96, 0.33, 257.35, -22.67
260.15,  -22.01, 0.34, 257.35, -22.67
260.56,  -22.04, 0.34, 257.36, -22.67
261.00,  -22.06, 0.35, 257.37, -22.67
261.50,  -22.06, 0.35, 257.37, -22.67
262.05,  -22.06, 0.36, 257.38, -22.68
262.65,  -22.05, 0.36, 257.39, -22.68
263.31,  -22.05, 0.36, 257.39, -22.68
264.01,  -22.05, 0.37, 257.40, -22.68
264.75,  -22.07, 0.37, 257.41, -22.68
265.53,  -22.10, 0.38, 257.41, -22.68
266.32,  -22.14, 0.38, 257.42, -22.68
267.11,  -22.20, 0.39, 257.43, -22.68
267.90,  -22.27, 0.39, 257.43, -22.68
268.66,  -22.37, 0.39, 257.44, -22.68
269.39,  -22.47, 0.40, 257.45, -22.68
270.08,  -22.58, 0.40, 257.45, -22.68
270.72,  -22.71, 0.41, 257.46, -22.68
271.31,  -22.83, 0.41, 257.47, -22.68
271.84,  -22.95, 0.42, 257.47, -22.68
272.31,  -23.06, 0.42, 257.48, -22.68
272.74,  -23.16, 0.42, 257.48, -22.69
273.14,  -23.24, 0.43, 257.49, -22.69
273.50,  -23.30, 0.43, 257.50, -22.69
273.86,  -23.34, 0.44, 257.50, -22.69
274.21,  -23.35, 0.44, 257.51, -22.69
274.59,  -23.35, 0.45, 257.52, -22.69
274.99,  -23.32, 0.45, 257.52, -22.69
275.44,  -23.28, 0.45, 257.53, -22.69
275.93,  -23.23, 0.46, 257.54, -22.69
276.47,  -23.17, 0.46, 257.54, -22.69
277.08,  -23.11, 0.47, 257.55, -22.69
277.73,  -23.06, 0.47, 257.56, -22.69
278.43,  -23.01, 0.47, 257.56, -22.69
279.16,  -22.97, 0.48, 257.57, -22.69
279.92,  -22.95, 0.48, 257.58, -22.69
280.70,  -22.94, 0.49, 257.58, -22.69
281.48,  -22.96, 0.49, 257.59, -22.69
282.25,  -22.98, 0.50, 257.60, -22.70
283.00,  -23.03, 0.50, 257.60, -22.70
283.71,  -23.08, 0.50, 257.61, -22.70
284.38,  -23.15, 0.51, 257.62, -22.70
285.00,  -23.22, 0.51, 257.62, -22.70
285.57,  -23.29, 0.52, 257.63, -22.70
286.08,  -23.36, 0.52, 257.64, -22.70
286.54,  -23.42, 0.52, 257.64, -22.70
286.95,  -23.46, 0.53, 257.65, -22.70
287.33,  -23.49, 0.53, 257.66, -22.70
287.68,  -23.50, 0.54, 257.66, -22.70
288.02,  -23.48, 0.54, 257.67, -22.70
288.37,  -23.45, 0.55, 257.68, -22.70
288.74,  -23.39, 0.55, 257.68, -22.70
289.13,  -23.31, 0.55, 257.69, -22.70
289.57,  -23.22, 0.56, 257.70, -22.71
290.05,  -23.12, 0.56, 257.70, -22.71
290.59,  -23.01, 0.57, 257.71, -22.71
291.18,  -22.91, 0.57, 257.72, -22.71
291.82,  -22.81, 0.57, 257.72, -22.71
292.51,  -22.71, 0.58, 257.73, -22.71
293.23,  -22.63, 0.58, 257.74, -22.71
293.97,  -22.56, 0.59, 257.74, -22.71
294.73,  -22.51, 0.59, 257.75, -22.71
295.49,  -22.48, 0.59, 257.76, -22.71
296.24,  -22.46, 0.60, 257.76, -22.71
296.96,  -22.46, 0.60, 257.77, -22.71
297.65,  -22.47, 0.61, 257.78, -22.71
298.29,  -22.48, 0.61, 257.78, -22.71
298.89,  -22.51, 0.61, 257.79, -22.71
299.42,  -22.53, 0.62, 257.80, -22.71
299.91,  -22.55, 0.62, 257.80, -22.72
300.34,  -22.55, 0.63, 257.81, -22.72
300.73,  -22.55, 0.63, 257.82, -22.72
301.09,  -22.52, 0.63, 257.82, -22.72
301.42,  -22.48, 0.64, 257.83, -22.72
301.75,  -22.42, 0.64, 257.84, -22.72
302.08,  -22.33, 0.65, 257.84, -22.72
302.43,  -22.23, 0.65, 257.85, -22.72
302.82,  -22.11, 0.65, 257.86, -22.72
303.24,  -21.97, 0.66, 257.86, -22.72
303.72,  -21.83, 0.66, 257.87, -22.72
304.24,  -21.69, 0.66, 257.88, -22.72
304.82,  -21.54, 0.67, 257.88, -22.72
305.45,  -21.40, 0.67, 257.89, -22.72
306.11,  -21.27, 0.68, 257.90, -22.72
306.82,  -21.15, 0.68, 257.90, -22.72
307.54,  -21.05, 0.68, 257.91, -22.72
308.27,  -20.96, 0.69, 257.92, -22.73
309.01,  -20.89, 0.69, 257.93, -22.73
309.72,  -20.83, 0.69, 257.93, -22.73
310.42,  -20.78, 0.70, 257.94, -22.73
311.07,  -20.75, 0.70, 257.95, -22.73
311.68,  -20.72, 0.71, 257.95, -22.73
312.24,  -20.70, 0.71, 257.96, -22.73
312.75,  -20.67, 0.71, 257.97, -22.73
313.20,  -20.64, 0.72, 257.97, -22.73
313.61,  -20.60, 0.72, 257.98, -22.73
313.97,  -20.55, 0.72, 257.99, -22.73
314.30,  -20.48, 0.73, 257.99, -22.73
314.62,  -20.39, 0.73, 258.00, -22.73
314.92,  -20.28, 0.73, 258.01, -22.73
315.24,  -20.16, 0.74, 258.01, -22.73
315.58,  -20.01, 0.74, 258.02, -22.73
315.95,  -19.86, 0.74, 258.03, -22.74
316.37,  -19.69, 0.75, 258.03, -22.74
316.83,  -19.52, 0.75, 258.04, -22.74
317.34,  -19.34, 0.75, 258.05, -22.74
317.91,  -19.17, 0.76, 258.06, -22.74
318.52,  -19.00, 0.76, 258.06, -22.74
319.17,  -18.84, 0.76, 258.07, -22.74
319.85,  -18.70, 0.77, 258.08, -22.74
320.55,  -18.56, 0.77, 258.08, -22.74
321.26,  -18.44, 0.77, 258.09, -22.74
321.96,  -18.34, 0.78, 258.10, -22.74
322.65,  -18.24, 0.78, 258.10, -22.74
323.31,  -18.16, 0.78, 258.11, -22.74
323.93,  -18.08, 0.79, 258.12, -22.74
324.51,  -18.01, 0.79, 258.12, -22.74
325.03,  -17.95, 0.79, 258.13, -22.74
325.51,  -17.88, 0.80, 258.14, -22.75
325.93,  -17.80, 0.80, 258.14, -22.75
326.30,  -17.72, 0.80, 258.15, -22.75
326.64,  -17.62, 0.81, 258.16, -22.75
326.95,  -17.51, 0.81, 258.17, -22.75
327.24,  -17.39, 0.81, 258.17, -22.75
327.53,  -17.25, 0.82, 258.18, -22.75
327.84,  -17.09, 0.82, 258.19, -22.75
328.17,  -16.92, 0.82, 258.19, -22.75
328.53,  -16.73, 0.82, 258.20, -22.75
328.93,  -16.54, 0.83, 258.21, -22.75
329.39,  -16.35, 0.83, 258.21, -22.75
329.89,  -16.15, 0.83, 258.22, -22.75
330.45,  -15.96, 0.84, 258.23, -22.75
331.05,  -15.78, 0.84, 258.24, -22.75
331.68,  -15.60, 0.84, 258.24, -22.75
332.34,  -15.43, 0.84, 258.25, -22.76
333.02,  -15.27, 0.85, 258.26, -22.76
333.71,  -15.13, 0.85, 258.26, -22.76
334.39,  -14.99, 0.85, 258.27, -22.76
335.04,  -14.87, 0.86, 258.28, -22.76
335.67,  -14.75, 0.86, 258.28, -22.76
336.26,  -14.64, 0.86, 258.29, -22.76
336.81,  -14.54, 0.86, 258.30, -22.76
337.30,  -14.43, 0.87, 258.31, -22.76
337.74,  -14.32, 0.87, 258.31, -22.76
338.13,  -14.21, 0.87, 258.32, -22.76
338.48,  -14.09, 0.87, 258.33, -22.76
338.79,  -13.96, 0.88, 258.33, -22.76
339.08,  -13.81, 0.88, 258.34, -22.76
339.36,  -13.65, 0.88, 258.35, -22.76
339.64,  -13.49, 0.88, 258.35, -22.76
339.93,  -13.30, 0.89, 258.36, -22.77
340.25,  -13.11, 0.89, 258.37, -22.77
340.61,  -12.91, 0.89, 258.38, -22.77
341.02,  -12.71, 0.89, 258.38, -22.77
341.47,  -12.50, 0.90, 258.39, -22.77
341.97,  -12.30, 0.90, 258.40, -22.77
342.52,  -12.10, 0.90, 258.40, -22.77
343.11,  -11.90, 0.90, 258.41, -22.77
343.73,  -11.71, 0.91, 258.42, -22.77
344.38,  -11.53, 0.91, 258.43, -22.77
345.05,  -11.35, 0.91, 258.43, -22.77
345.71,  -11.19, 0.91, 258.44, -22.77
346.37,  -11.03, 0.91, 258.45, -22.77
347.00,  -10.88, 0.92, 258.45, -22.77
347.60,  -10.74, 0.92, 258.46, -22.77
348.16,  -10.60, 0.92, 258.47, -22.77
348.68,  -10.46, 0.92, 258.47, -22.78
349.14,  -10.32, 0.93, 258.48, -22.78
349.56,  -10.18, 0.93, 258.49, -22.78
349.92,  -10.03, 0.93, 258.50, -22.78
350.25,  -9.88, 0.93, 258.50, -22.78
350.55,  -9.71, 0.93, 258.51, -22.78
350.82,  -9.54, 0.94, 258.52, -22.78
351.09,  -9.36, 0.94, 258.52, -22.78
351.36,  -9.18, 0.94, 258.53, -22.78
351.65,  -8.98, 0.94, 258.54, -22.78
351.97,  -8.78, 0.94, 258.55, -22.78
352.33,  -8.57, 0.94, 258.55, -22.78
352.74,  -8.36, 0.95, 258.56, -22.78
353.19,  -8.16, 0.95, 258.57, -22.78
353.70,  -7.95, 0.95, 258.57, -22.78
354.25,  -7.74, 0.95, 258.58, -22.78
354.84,  -7.54, 0.95, 258.59, -22.78
355.46,  -7.35, 0.95, 258.60, -22.79
356.10,  -7.16, 0.96, 258.60, -22.79
356.76,  -6.97, 0.96, 258.61, -22.79
357.41,  -6.79, 0.96, 258.62, -22.79
358.05,  -6.62, 0.96, 258.62, -22.79
358.66,  -6.45, 0.96, 258.63, -22.79
359.24,  -6.28, 0.96, 258.64, -22.79
359.78,  -6.11, 0.97, 258.65, -22.79
0.27,  -5.95, 0.97, 258.65, -22.79
0.72,  -5.78, 0.97, 258.66, -22.79
1.11,  -5.61, 0.97, 258.67, -22.79
1.46,  -5.43, 0.97, 258.67, -22.79
1.77,  -5.26, 0.97, 258.68, -22.79
2.05,  -5.07, 0.97, 258.69, -22.79
2.31,  -4.88, 0.97, 258.70, -22.79
2.58,  -4.69, 0.98, 258.70, -22.79
2.85,  -4.49, 0.98, 258.71, -22.80
3.14,  -4.29, 0.98, 258.72, -22.80
3.47,  -4.09, 0.98, 258.72, -22.80
3.84,  -3.89, 0.98, 258.73, -22.80
4.26,  -3.68, 0.98, 258.74, -22.80
4.72,  -3.48, 0.98, 258.75, -22.80
5.24,  -3.28, 0.98, 258.75, -22.80
5.80,  -3.08, 0.98, 258.76, -22.80
6.39,  -2.88, 0.98, 258.77, -22.80
7.02,  -2.69, 0.99, 258.78, -22.80
7.66,  -2.49, 0.99, 258.78, -22.80
8.32,  -2.30, 0.99, 258.79, -22.80
8.96,  -2.11, 0.99, 258.80, -22.80
9.59,  -1.93, 0.99, 258.80, -22.80
10.20,  -1.74, 0.99, 258.81, -22.80
10.76,  -1.55, 0.99, 258.82, -22.80
11.29,  -1.36, 0.99, 258.83, -22.81
11.76,  -1.17, 0.99, 258.83, -22.81
12.19,  -0.98, 0.99, 258.84, -22.81
12.57,  -0.79, 0.99, 258.85, -22.81
12.90,  -0.59, 0.99, 258.86, -22.81
13.20,  -0.40, 0.99, 258.86, -22.81
13.48,  -0.20, 0.99, 258.87, -22.81
13.74,  -0.00, 1.00, 258.88, -22.81
14.01,  0.19, 1.00, 258.88, -22.81
14.29,  0.39, 1.00, 258.89, -22.81
14.59,  0.58, 1.00, 258.90, -22.81
14.94,  0.78, 1.00, 258.91, -22.81
15.32,  0.97, 1.00, 258.91, -22.81
15.76,  1.16, 1.00, 258.92, -22.81
16.24,  1.35, 1.00, 258.93, -22.81
16.77,  1.54, 1.00, 258.94, -22.81
17.35,  1.73, 1.00, 258.94, -22.81
17.96,  1.92, 1.00, 258.95, -22.82
18.60,  2.11, 1.00, 258.96, -22.82
19.25,  2.30, 1.00, 258.97, -22.82
19.91,  2.49, 1.00, 258.97, -22.82
20.56,  2.68, 1.00, 258.98, -22.82
21.19,  2.88, 1.00, 258.99, -22.82
21.79,  3.08, 1.00, 258.99, -22.82
22.35,  3.28, 1.00, 259.00, -22.82
22.87,  3.49, 1.00, 259.01, -22.82
23.33,  3.69, 1.00, 259.02, -22.82
23.75,  3.90, 1.00, 259.02, -22.82
24.12,  4.11, 1.00, 259.03, -22.82
24.45,  4.31, 1.00, 259.04, -22.82
24.75,  4.52, 1.00, 259.05, -22.82
25.03,  4.71, 1.00, 259.05, -22.82
25.30,  4.91, 1.00, 259.06, -22.82
25.58,  5.10, 1.00, 259.07, -22.83
25.87,  5.29, 1.00, 259.08, -22.83
26.19,  5.47, 0.99, 259.08, -22.83
26.56,  5.64, 0.99, 259.09, -22.83
26.97,  5.81, 0.99, 259.10, -22.83
27.42,  5.98, 0.99, 259.11, -22.83
27.93,  6.15, 0.99, 259.11, -22.83
28.49,  6.32, 0.99, 259.12, -22.83
29.09,  6.49, 0.99, 259.13, -22.83
29.73,  6.67, 0.99, 259.14, -22.83
30.38,  6.85, 0.99, 259.14, -22.83
31.05,  7.03, 0.99, 259.15, -22.83
31.72,  7.22, 0.99, 259.16, -22.83
32.38,  7.41, 0.99, 259.16, -22.83
33.02,  7.61, 0.99, 259.17, -22.83
33.63,  7.82, 0.99, 259.18, -22.83
34.19,  8.03, 0.99, 259.19, -22.84
34.71,  8.24, 0.98, 259.19, -22.84
35.18,  8.45, 0.98, 259.20, -22.84
35.59,  8.67, 0.98, 259.21, -22.84
35.97,  8.88, 0.98, 259.22, -22.84
36.30,  9.08, 0.98, 259.22, -22.84
36.61,  9.28, 0.98, 259.23, -22.84
36.89,  9.48, 0.98, 259.24, -22.84
37.18,  9.66, 0.98, 259.25, -22.84
37.47,  9.83, 0.98, 259.25, -22.84
37.78,  10.00, 0.97, 259.26, -22.84
38.13,  10.15, 0.97, 259.27, -22.84
38.52,  10.30, 0.97, 259.28, -22.84
38.96,  10.45, 0.97, 259.28, -22.84
39.45,  10.59, 0.97, 259.29, -22.84
39.99,  10.73, 0.97, 259.30, -22.84
40.58,  10.87, 0.97, 259.31, -22.84
41.21,  11.02, 0.96, 259.31, -22.85
41.88,  11.17, 0.96, 259.32, -22.85
42.56,  11.33, 0.96, 259.33, -22.85
43.26,  11.50, 0.96, 259.34, -22.85
43.95,  11.68, 0.96, 259.34, -22.85
44.63,  11.87, 0.96, 259.35, -22.85
45.28,  12.06, 0.96, 259.36, -22.85
45.90,  12.27, 0.95, 259.37, -22.85
46.47,  12.47, 0.95, 259.37, -22.85
47.00,  12.69, 0.95, 259.38, -22.85
47.48,  12.90, 0.95, 259.39, -22.85
47.90,  13.11, 0.95, 259.40, -22.85
48.28,  13.31, 0.94, 259.40, -22.85
48.63,  13.51, 0.94, 259.41, -22.85
48.94,  13.69, 0.94, 259.42, -22.85
49.25,  13.86, 0.94, 259.43, -22.85
49.55,  14.02, 0.94, 259.43, -22.85
49.86,  14.17, 0.94, 259.44, -22.86
50.20,  14.30, 0.93, 259.45, -22.86
50.58,  14.42, 0.93, 259.46, -22.86
51.01,  14.54, 0.93, 259.46, -22.86
51.48,  14.65, 0.93, 259.47, -22.86
52.01,  14.75, 0.92, 259.48, -22.86
52.59,  14.86, 0.92, 259.49, -22.86
53.21,  14.97, 0.92, 259.50, -22.86
53.88,  15.08, 0.92, 259.50, -22.86
54.58,  15.21, 0.92, 259.51, -22.86
55.30,  15.35, 0.91, 259.52, -22.86
56.02,  15.49, 0.91, 259.53, -22.86
56.74,  15.65, 0.91, 259.53, -22.86
57.45,  15.82, 0.91, 259.54, -22.86
58.12,  16.01, 0.90, 259.55, -22.86
58.76,  16.20, 0.90, 259.56, -22.86
59.35,  16.39, 0.90, 259.56, -22.87
59.90,  16.59, 0.90, 259.57, -22.87
60.39,  16.79, 0.89, 259.58, -22.87
60.83,  16.98, 0.89, 259.59, -22.87
61.22,  17.17, 0.89, 259.59, -22.87
61.58,  17.34, 0.89, 259.60, -22.87
61.92,  17.50, 0.88, 259.61, -22.87
62.24,  17.64, 0.88, 259.62, -22.87
62.57,  17.77, 0.88, 259.62, -22.87
62.91,  17.87, 0.88, 259.63, -22.87
63.28,  17.97, 0.87, 259.64, -22.87
63.69,  18.05, 0.87, 259.65, -22.87
64.15,  18.12, 0.87, 259.65, -22.87
64.66,  18.18, 0.86, 259.66, -22.87
65.23,  18.24, 0.86, 259.67, -22.87
65.85,  18.30, 0.86, 259.68, -22.87
66.51,  18.37, 0.86, 259.69, -22.87
67.22,  18.45, 0.85, 259.69, -22.88
67.96,  18.54, 0.85, 259.70, -22.88
68.71,  18.64, 0.85, 259.71, -22.88
69.47,  18.76, 0.84, 259.72, -22.88
70.22,  18.89, 0.84, 259.72, -22.88
70.96,  19.04, 0.84, 259.73, -22.88
71.66,  19.19, 0.83, 259.74, -22.88
72.32,  19.36, 0.83, 259.75, -22.88
72.93,  19.53, 0.83, 259.75, -22.88
